,disco_35_0,disco_35_1,disco_35_2,ssim_35_0,ssim_35_1,ssim_35_2,pearson_35_0,pearson_35_1,pearson_35_2,psnr_35_0,psnr_35_1,psnr_35_2,hicrep_34_0,hicrep_34_1,hicrep_34_2
184,0.8957,0.88747,0.8793,0.94103,0.90884,0.88676,0.96404,0.93599,0.93411,33.56059,34.96485,33.43644,0.82536,0.75265,0.68595
185,0.89645,0.88768,0.87977,0.9409,0.90889,0.88676,0.96379,0.93594,0.93399,33.51801,34.94778,33.4248,0.82758,0.75085,0.67803
186,0.89546,0.88785,0.87988,0.94074,0.90885,0.88658,0.96379,0.93587,0.9338,33.52744,34.94665,33.41722,0.82831,0.75897,0.69577
187,0.89507,0.88731,0.88025,0.94079,0.90878,0.88961,0.96369,0.93623,0.93487,33.51143,34.92093,33.5652,0.82527,0.75054,0.69445
188,0.89633,0.88716,0.87938,0.94072,0.90888,0.88588,0.96404,0.93597,0.93387,33.51833,34.94397,33.37065,0.8253,0.75846,0.68949
189,0.89504,0.88633,0.87907,0.94077,0.90846,0.88634,0.96378,0.93566,0.93347,33.49394,34.88803,33.38829,0.826,0.75442,0.68892
190,0.89516,0.88703,0.87959,0.94089,0.90931,0.88726,0.96384,0.9361,0.93409,33.51497,34.94631,33.47591,0.82413,0.75223,0.69121
191,0.89649,0.88721,0.87948,0.94103,0.90879,0.88746,0.96392,0.93612,0.93421,33.54421,34.93617,33.45797,0.82675,0.75628,0.68758
192,0.89571,0.88634,0.87935,0.94115,0.90915,0.88741,0.96391,0.93609,0.93417,33.5494,34.95747,33.47496,0.82655,0.75354,0.69138
193,0.89593,0.88728,0.88012,0.94092,0.90898,0.88758,0.96366,0.93584,0.93358,33.53528,34.95966,33.47764,0.82606,0.75888,0.69502
194,0.89607,0.88737,0.88003,0.9407,0.90862,0.88691,0.96365,0.93575,0.9341,33.51764,34.93184,33.43081,0.8254,0.75596,0.69173
195,0.89577,0.88751,0.88028,0.94112,0.90942,0.88717,0.96391,0.93598,0.93386,33.56864,34.97498,33.44702,0.82817,0.75836,0.69051
196,0.89644,0.88716,0.88043,0.94121,0.90947,0.88904,0.96372,0.93592,0.93439,33.54442,34.94555,33.50779,0.82923,0.75409,0.69418
197,0.89661,0.88712,0.87893,0.94104,0.90913,0.88631,0.96408,0.93646,0.93407,33.54253,34.97313,33.40665,0.82715,0.75155,0.68471
198,0.89615,0.88702,0.87905,0.94092,0.90844,0.88655,0.96377,0.93591,0.93378,33.53728,34.92567,33.41679,0.82708,0.75569,0.68429
199,0.89595,0.88686,0.87877,0.94107,0.90898,0.8847,0.96407,0.93621,0.93395,33.53201,34.93762,33.28827,0.82758,0.75547,0.67833
200,0.89592,0.88721,0.87984,0.94093,0.90922,0.88608,0.96401,0.93627,0.93374,33.54042,34.96671,33.38119,0.82502,0.75294,0.68217
201,0.89646,0.88705,0.87803,0.94099,0.90883,0.88491,0.96389,0.93598,0.93349,33.549,34.96767,33.34245,0.82619,0.75928,0.68641
202,0.89537,0.88326,0.87421,0.94079,0.90838,0.88662,0.96385,0.93602,0.93399,33.53132,34.93388,33.44151,0.82489,0.7545,0.69109
203,0.89615,0.88769,0.88001,0.94095,0.90884,0.88724,0.96383,0.93606,0.93408,33.53788,34.92806,33.4593,0.82493,0.74921,0.67749
204,0.89552,0.88724,0.88,0.94089,0.90887,0.88873,0.96393,0.9361,0.93423,33.52155,34.9056,33.53469,0.82675,0.74916,0.68264
205,0.89599,0.88758,0.87952,0.94124,0.90885,0.88759,0.96401,0.93621,0.93416,33.5672,34.95359,33.47671,0.82563,0.75233,0.6862
206,0.89517,0.88702,0.87873,0.94108,0.90933,0.88632,0.96382,0.93627,0.9339,33.54117,35.00028,33.42505,0.82581,0.75467,0.67547
207,0.89621,0.88862,0.88107,0.94095,0.90983,0.88782,0.96384,0.9364,0.93397,33.52517,34.96751,33.46762,0.82458,0.75159,0.69147
208,0.89532,0.88715,0.87964,0.94078,0.90924,0.88784,0.96378,0.93607,0.93381,33.52291,34.95082,33.48732,0.82436,0.74915,0.68665
209,0.89527,0.88696,0.87989,0.94072,0.90891,0.88751,0.96374,0.93611,0.93424,33.51001,34.93917,33.45835,0.82147,0.7529,0.68416
210,0.89612,0.88789,0.88044,0.94098,0.90944,0.88832,0.96369,0.93616,0.93416,33.52462,34.96408,33.50607,0.8265,0.75387,0.69072
211,0.89634,0.88722,0.88068,0.94101,0.9093,0.88827,0.96367,0.93598,0.93412,33.52794,34.97422,33.51343,0.82604,0.75259,0.68707
212,0.89642,0.88773,0.8799,0.941,0.90895,0.88625,0.96387,0.93604,0.93376,33.54822,34.96102,33.41081,0.82714,0.75337,0.68417
213,0.8957,0.88644,0.87972,0.94062,0.90879,0.887,0.9637,0.93603,0.93382,33.51566,34.93738,33.42561,0.82443,0.74646,0.68229
214,0.89608,0.88707,0.8792,0.94099,0.90899,0.88708,0.96381,0.93596,0.93393,33.54152,34.95014,33.43616,0.82879,0.75739,0.68459
215,0.89531,0.88685,0.88033,0.94113,0.90942,0.88923,0.96378,0.93632,0.93483,33.54423,34.96026,33.53051,0.83016,0.74825,0.6893
216,0.89662,0.88705,0.8796,0.94098,0.90827,0.88673,0.96373,0.93583,0.93403,33.54746,34.92034,33.4222,0.82811,0.75327,0.68897
217,0.89495,0.8841,0.87707,0.94078,0.90954,0.8883,0.96361,0.93629,0.93449,33.52739,34.98955,33.52061,0.82669,0.75885,0.69654
218,0.89511,0.88652,0.87979,0.94076,0.90904,0.88799,0.96392,0.93617,0.9344,33.50726,34.92546,33.48321,0.82526,0.75114,0.69094
219,0.89639,0.88683,0.87933,0.94116,0.90938,0.88732,0.96388,0.93625,0.93427,33.55109,34.9581,33.45226,0.82594,0.74877,0.67851
220,0.89572,0.88766,0.88021,0.94111,0.90915,0.88837,0.96386,0.93611,0.93415,33.54017,34.95885,33.48928,0.82673,0.7531,0.68868
221,0.89496,0.88663,0.87736,0.94095,0.90881,0.88551,0.96376,0.93608,0.93366,33.53176,34.94249,33.35042,0.82626,0.75219,0.6732
222,0.89575,0.8867,0.87882,0.94074,0.90891,0.88643,0.96366,0.93574,0.93345,33.5239,34.94745,33.42068,0.82476,0.74853,0.68171
223,0.89627,0.88591,0.87834,0.94102,0.90922,0.88794,0.96377,0.93634,0.93427,33.53453,34.95914,33.49498,0.82822,0.75285,0.68831
224,0.89559,0.88719,0.88,0.94113,0.90935,0.88864,0.96371,0.93626,0.93465,33.52325,34.95016,33.50715,0.82743,0.74948,0.68449
225,0.8952,0.88505,0.87806,0.94098,0.909,0.88696,0.96379,0.93604,0.93383,33.53321,34.95956,33.41372,0.82885,0.75448,0.68543
226,0.89613,0.88672,0.87969,0.94097,0.90913,0.88771,0.96392,0.93628,0.93431,33.53268,34.96524,33.4693,0.82711,0.75176,0.68612
227,0.89629,0.8864,0.87894,0.94124,0.90869,0.88551,0.96394,0.93579,0.93383,33.55799,34.93103,33.35577,0.82915,0.74754,0.67035
228,0.89625,0.8873,0.87904,0.94103,0.90918,0.887,0.96379,0.93609,0.93401,33.54524,34.97528,33.44131,0.82689,0.75085,0.6866
229,0.89533,0.8865,0.8786,0.94101,0.90826,0.88657,0.96389,0.93577,0.93362,33.53751,34.91739,33.43637,0.82564,0.74746,0.68345
230,0.89551,0.8873,0.87901,0.94097,0.90881,0.88797,0.96388,0.93593,0.93413,33.53806,34.93539,33.49149,0.82929,0.75013,0.69027
231,0.89535,0.88615,0.87834,0.94114,0.90918,0.88709,0.96397,0.93587,0.93373,33.5539,34.95067,33.44768,0.8296,0.74813,0.68505
232,0.89644,0.88743,0.88081,0.94109,0.90949,0.88807,0.96398,0.93624,0.93407,33.54913,34.97192,33.48203,0.82786,0.75368,0.6937
233,0.89509,0.88662,0.87866,0.94075,0.90818,0.88779,0.96374,0.93576,0.93377,33.53369,34.92768,33.48988,0.82474,0.75059,0.68452
234,0.89663,0.88591,0.87856,0.94105,0.9093,0.88736,0.96375,0.93601,0.93389,33.53247,34.96567,33.48372,0.82873,0.75681,0.6875
235,0.89696,0.88499,0.87754,0.94102,0.90865,0.88516,0.96395,0.93566,0.93333,33.55111,34.93631,33.35239,0.82953,0.75287,0.6881
236,0.89669,0.88717,0.87909,0.94144,0.90937,0.8885,0.9639,0.93643,0.93437,33.56612,34.96418,33.50572,0.83141,0.75679,0.69036
237,0.89501,0.88666,0.87963,0.94097,0.90886,0.88798,0.96377,0.93604,0.93416,33.53419,34.93462,33.48276,0.82577,0.74817,0.68486
238,0.89508,0.88688,0.88019,0.94112,0.90909,0.88743,0.96377,0.93597,0.93414,33.55701,34.96183,33.50441,0.82785,0.74998,0.68414
239,0.89652,0.88741,0.8799,0.94102,0.9091,0.88901,0.96386,0.93629,0.93413,33.54154,34.94343,33.54702,0.82838,0.75089,0.69197
240,0.89637,0.88772,0.88029,0.94097,0.90939,0.8875,0.96373,0.93631,0.93441,33.52776,34.97261,33.47282,0.82661,0.75486,0.6811
241,0.89626,0.88645,0.87931,0.94097,0.9088,0.88665,0.96378,0.9359,0.93353,33.52785,34.9354,33.42699,0.82907,0.74981,0.69456
242,0.89609,0.88462,0.87689,0.94108,0.90939,0.88786,0.96391,0.93631,0.9342,33.54406,34.97085,33.50302,0.8263,0.74784,0.68419
243,0.89662,0.88727,0.87986,0.94103,0.90925,0.88775,0.96384,0.93612,0.93448,33.53716,34.95583,33.47751,0.82988,0.75261,0.68312
244,0.89504,0.88686,0.87876,0.94072,0.90881,0.88554,0.9639,0.93603,0.93386,33.51672,34.94559,33.35636,0.82666,0.75087,0.68076
245,0.89605,0.88689,0.87955,0.9411,0.90918,0.88804,0.96393,0.93631,0.93424,33.53872,34.95285,33.49106,0.82799,0.74514,0.68104
246,0.89568,0.8865,0.87882,0.94084,0.90891,0.88611,0.96393,0.93617,0.93389,33.53093,34.95041,33.41221,0.82623,0.74991,0.68617
247,0.89573,0.88752,0.87967,0.94091,0.9089,0.88716,0.96369,0.93589,0.93398,33.52777,34.93526,33.46154,0.82936,0.7543,0.68759
248,0.8948,0.88565,0.87825,0.94049,0.90891,0.88571,0.96365,0.93591,0.93368,33.50638,34.94305,33.3785,0.82517,0.75476,0.68335
249,0.89592,0.88641,0.87826,0.94052,0.90894,0.88502,0.96364,0.93575,0.93304,33.50517,34.94324,33.32998,0.82409,0.75073,0.68537
250,0.89623,0.88693,0.87911,0.94091,0.90892,0.88621,0.96374,0.93581,0.93398,33.52673,34.94351,33.39904,0.82837,0.74957,0.67787
251,0.89542,0.88373,0.87632,0.94116,0.90857,0.88634,0.964,0.93592,0.93365,33.57654,34.94202,33.41008,0.82969,0.75351,0.6891
252,0.8951,0.88721,0.88014,0.94096,0.90911,0.88701,0.96374,0.93608,0.9339,33.51724,34.93942,33.44461,0.82717,0.7514,0.68228
253,0.89531,0.88594,0.87906,0.94052,0.90847,0.88787,0.96361,0.93591,0.93426,33.50344,34.92373,33.51528,0.8258,0.752,0.69291
254,0.89594,0.88645,0.87867,0.94114,0.90849,0.88696,0.96401,0.93582,0.93388,33.5584,34.92649,33.45612,0.83132,0.75443,0.68679
255,0.89522,0.88647,0.87931,0.94097,0.90925,0.88808,0.96385,0.93624,0.93435,33.52408,34.93493,33.50134,0.82609,0.74866,0.68508
256,0.89593,0.88373,0.87703,0.94076,0.90855,0.88638,0.96374,0.93585,0.9335,33.51888,34.92718,33.39055,0.82569,0.74795,0.68988
257,0.8956,0.88397,0.87657,0.94117,0.90895,0.88681,0.96385,0.93615,0.93387,33.54696,34.92951,33.43684,0.83065,0.75558,0.68792
258,0.8954,0.88489,0.87774,0.94098,0.90881,0.88796,0.96384,0.93591,0.93435,33.54265,34.94149,33.50096,0.82685,0.75447,0.6861
259,0.89561,0.88667,0.87922,0.94095,0.90859,0.88651,0.96377,0.93593,0.93381,33.52567,34.91819,33.4313,0.82789,0.74224,0.68524
260,0.89636,0.88679,0.8801,0.94113,0.90909,0.8878,0.96382,0.93595,0.93412,33.54491,34.94802,33.50058,0.82899,0.7514,0.68756
261,0.89529,0.88661,0.87964,0.94113,0.90931,0.88693,0.96384,0.93644,0.93423,33.53152,34.96196,33.44479,0.82755,0.74751,0.68315
262,0.89596,0.88661,0.87882,0.94086,0.90911,0.88757,0.96372,0.9361,0.93418,33.51937,34.94489,33.48176,0.82615,0.74644,0.68909
263,0.89493,0.88501,0.87833,0.94088,0.90907,0.88763,0.96365,0.93609,0.93397,33.50661,34.94233,33.48112,0.82768,0.74634,0.68832
264,0.89652,0.88728,0.88056,0.94097,0.90896,0.88785,0.96379,0.93607,0.93388,33.53852,34.93818,33.46353,0.82847,0.75292,0.69544
265,0.8958,0.8862,0.87921,0.94068,0.90887,0.88712,0.96367,0.93588,0.93387,33.50763,34.91908,33.46147,0.82783,0.75284,0.69235
266,0.89622,0.88695,0.87924,0.94106,0.90912,0.88702,0.9638,0.93608,0.93392,33.54277,34.95685,33.45932,0.82744,0.75067,0.68761
267,0.89531,0.8869,0.88,0.94111,0.90955,0.88754,0.96378,0.93654,0.93441,33.52808,34.95866,33.46769,0.82965,0.75606,0.69656
268,0.89529,0.88693,0.87811,0.94106,0.90914,0.88582,0.96385,0.93608,0.93373,33.541,34.95687,33.39627,0.82722,0.75066,0.67339
269,0.89636,0.88507,0.87729,0.94107,0.90901,0.8873,0.96378,0.93606,0.93409,33.54799,34.97188,33.48368,0.83064,0.75137,0.68764
270,0.89658,0.88631,0.87856,0.94102,0.90871,0.88643,0.96383,0.93609,0.93397,33.53249,34.93512,33.43119,0.82685,0.75143,0.68478
271,0.89475,0.88617,0.87845,0.94064,0.90866,0.88495,0.96369,0.93568,0.93318,33.49953,34.93364,33.35887,0.82667,0.75071,0.68382
272,0.89574,0.88797,0.87979,0.94102,0.90894,0.88659,0.96379,0.93617,0.93427,33.54267,34.93866,33.42758,0.82805,0.75259,0.68492
273,0.89552,0.88522,0.87751,0.94108,0.90914,0.88706,0.96388,0.93617,0.93389,33.54526,34.93684,33.43526,0.82953,0.7482,0.68714
274,0.89534,0.88654,0.87954,0.94104,0.90919,0.88573,0.96382,0.93608,0.93367,33.53601,34.94954,33.35601,0.83123,0.75432,0.6872
275,0.89509,0.88671,0.87935,0.941,0.90902,0.88766,0.96369,0.93596,0.93424,33.53608,34.95452,33.49079,0.82858,0.75133,0.68344
276,0.89671,0.88675,0.8789,0.94111,0.90891,0.88794,0.96387,0.93614,0.93464,33.53783,34.93499,33.48409,0.8304,0.75303,0.68741
277,0.89548,0.88673,0.8786,0.94108,0.90913,0.88728,0.96386,0.93614,0.93402,33.54163,34.95173,33.43613,0.82952,0.7544,0.68772
278,0.89599,0.88759,0.88055,0.94075,0.90882,0.88749,0.96367,0.93591,0.93377,33.51998,34.92424,33.48439,0.82461,0.74917,0.69665
279,0.89504,0.88696,0.8807,0.94092,0.90923,0.88683,0.96371,0.93601,0.93393,33.50853,34.94065,33.44341,0.82524,0.74995,0.68798
280,0.89538,0.88622,0.87844,0.94113,0.90865,0.8865,0.96384,0.93611,0.93392,33.55987,34.95503,33.43103,0.82941,0.75218,0.68137
281,0.89667,0.88665,0.87975,0.94112,0.90882,0.8868,0.96381,0.93585,0.93431,33.54523,34.94146,33.45281,0.82792,0.7528,0.69109
282,0.89541,0.88649,0.87962,0.94108,0.90947,0.88798,0.96387,0.93631,0.93427,33.53936,34.94152,33.49571,0.82778,0.7522,0.69134
283,0.89511,0.88575,0.87884,0.9411,0.90868,0.88728,0.96383,0.9361,0.93409,33.55402,34.94292,33.48338,0.82927,0.75123,0.68553
284,0.895,0.88629,0.87866,0.94094,0.90891,0.88611,0.96375,0.93595,0.93368,33.53385,34.93362,33.42979,0.82709,0.75006,0.68936
285,0.89542,0.88723,0.87994,0.94102,0.90861,0.88675,0.96383,0.93601,0.93417,33.54219,34.92657,33.4368,0.82889,0.75166,0.69219
286,0.89541,0.88566,0.8783,0.94125,0.90936,0.8863,0.96384,0.93621,0.93359,33.54869,34.94856,33.41592,0.82703,0.74644,0.67831
287,0.89504,0.88533,0.87815,0.94075,0.90894,0.88548,0.96357,0.93591,0.93351,33.50544,34.94203,33.38049,0.82838,0.75223,0.67776
288,0.89529,0.88583,0.87814,0.94096,0.90915,0.88709,0.96376,0.93604,0.93399,33.54015,34.94905,33.48706,0.82803,0.74855,0.68829
289,0.89597,0.88628,0.87948,0.94088,0.90874,0.88854,0.96378,0.93598,0.93405,33.51315,34.93093,33.56693,0.82791,0.75011,0.69503
290,0.89646,0.8868,0.87983,0.94102,0.90866,0.88837,0.96369,0.93584,0.93412,33.53233,34.94947,33.53832,0.8288,0.75275,0.69173
291,0.89526,0.8868,0.87944,0.94077,0.90866,0.88706,0.96367,0.93591,0.9341,33.51506,34.91944,33.44694,0.82681,0.75336,0.68648
292,0.89528,0.88613,0.87879,0.94073,0.90865,0.88771,0.96362,0.93602,0.93404,33.51169,34.92404,33.4818,0.82392,0.74305,0.69171
293,0.89537,0.88478,0.87711,0.94101,0.90911,0.88759,0.9638,0.93602,0.93366,33.55011,34.95111,33.47576,0.82851,0.75638,0.69783
294,0.89544,0.8871,0.8793,0.94125,0.90948,0.88738,0.96396,0.9364,0.9342,33.55951,34.97124,33.47535,0.82894,0.74733,0.68605
295,0.89522,0.88638,0.87919,0.941,0.90868,0.88713,0.96376,0.93569,0.9339,33.54271,34.94258,33.4663,0.82751,0.75069,0.69046
296,0.89536,0.88564,0.87791,0.9409,0.9093,0.88677,0.96369,0.93612,0.93374,33.51715,34.9486,33.44811,0.82593,0.75029,0.68681
297,0.89496,0.88632,0.87934,0.94085,0.90897,0.88842,0.96367,0.93585,0.93427,33.53291,34.94429,33.52286,0.8262,0.74961,0.69143
298,0.89475,0.88623,0.87928,0.94078,0.90865,0.88829,0.96367,0.93593,0.93419,33.52254,34.91712,33.53093,0.82807,0.752,0.69384
299,0.89519,0.88678,0.87844,0.94083,0.90876,0.88671,0.96369,0.93598,0.93382,33.51415,34.94096,33.44266,0.82998,0.74926,0.68749
