,disco_35_0,disco_35_1,disco_35_2,ssim_35_0,ssim_35_1,ssim_35_2,pearson_35_0,pearson_35_1,pearson_35_2,psnr_35_0,psnr_35_1,psnr_35_2,hicrep_34_0,hicrep_34_1,hicrep_34_2
178,0.89468,0.88672,0.88205,0.93775,0.9081,0.89167,0.96101,0.93485,0.93454,33.10982,34.92089,33.66774,0.82305,0.75519,0.71235
179,0.8941,0.88666,0.88256,0.93741,0.9086,0.89282,0.96101,0.93509,0.93505,33.05759,34.87577,33.71935,0.8212,0.75191,0.71099
180,0.89555,0.88736,0.88338,0.93751,0.90912,0.89378,0.96094,0.93511,0.93495,33.07686,34.8981,33.78161,0.82115,0.75618,0.72168
181,0.8951,0.88589,0.88125,0.93727,0.90771,0.89151,0.96083,0.93448,0.93444,33.07356,34.87805,33.69059,0.81961,0.7521,0.71069
182,0.89561,0.88693,0.88281,0.93785,0.9091,0.894,0.96093,0.93506,0.93518,33.10051,34.94189,33.82007,0.82379,0.75643,0.71568
183,0.89539,0.88692,0.88245,0.93777,0.9094,0.89371,0.96098,0.93552,0.93506,33.10795,34.9361,33.78485,0.8256,0.76058,0.71866
184,0.89422,0.88655,0.8819,0.93776,0.90833,0.89219,0.96111,0.93473,0.93454,33.12225,34.91991,33.69609,0.8226,0.7595,0.71617
185,0.8951,0.88569,0.88119,0.93733,0.9075,0.89147,0.96097,0.93454,0.93444,33.07756,34.86681,33.6683,0.82083,0.7559,0.71236
186,0.8951,0.8867,0.88217,0.9376,0.90811,0.89292,0.96098,0.93491,0.93483,33.09871,34.88091,33.73511,0.82039,0.74907,0.70854
187,0.89367,0.88628,0.88213,0.93721,0.9081,0.89143,0.96055,0.93457,0.93416,33.04971,34.85771,33.65207,0.81677,0.75005,0.70391
188,0.89508,0.88622,0.881,0.93734,0.90839,0.89111,0.96086,0.93475,0.9342,33.06707,34.885,33.61112,0.81781,0.75216,0.69963
189,0.89525,0.8868,0.88196,0.93739,0.90844,0.89222,0.96092,0.93481,0.93466,33.08712,34.90219,33.71357,0.82076,0.75713,0.71278
190,0.89516,0.88596,0.88148,0.93758,0.90846,0.89229,0.96098,0.93534,0.93481,33.06979,34.88636,33.71309,0.82213,0.75184,0.70392
191,0.89525,0.88595,0.88108,0.93741,0.90785,0.89211,0.96082,0.93445,0.9344,33.07873,34.86803,33.71775,0.81671,0.74554,0.70904
192,0.89487,0.88579,0.88103,0.93743,0.90782,0.89163,0.96115,0.93467,0.9345,33.08155,34.86576,33.68091,0.821,0.74968,0.70278
193,0.89516,0.8864,0.8822,0.93755,0.90765,0.89232,0.96062,0.93412,0.93437,33.09291,34.85497,33.71783,0.8219,0.75119,0.70933
194,0.89514,0.887,0.88323,0.93724,0.90841,0.8923,0.96087,0.93484,0.93496,33.06831,34.88883,33.69163,0.81856,0.75485,0.70893
195,0.89501,0.8853,0.88164,0.93736,0.9077,0.89248,0.96088,0.93448,0.93464,33.07476,34.86621,33.71105,0.8206,0.75064,0.70921
196,0.89507,0.88644,0.8818,0.93754,0.90755,0.8912,0.96097,0.93438,0.93425,33.10608,34.87142,33.67088,0.82198,0.75065,0.706
197,0.89534,0.88573,0.88141,0.93741,0.90819,0.89295,0.96118,0.93495,0.93497,33.07115,34.88416,33.73353,0.81931,0.74519,0.70675
198,0.89534,0.8865,0.88207,0.93738,0.90826,0.89246,0.96091,0.9348,0.93455,33.07874,34.88643,33.69692,0.81961,0.75411,0.71306
199,0.89539,0.88617,0.88289,0.93753,0.90896,0.89345,0.96087,0.93476,0.93502,33.08097,34.90113,33.76308,0.82191,0.74956,0.71015
200,0.89504,0.88681,0.8818,0.93743,0.90822,0.89199,0.96092,0.93472,0.93448,33.08823,34.86908,33.69392,0.81941,0.75432,0.71329
201,0.89488,0.88638,0.882,0.93732,0.90802,0.89238,0.96092,0.93477,0.93485,33.08392,34.87998,33.69604,0.82086,0.75766,0.71627
202,0.89481,0.88595,0.88192,0.93738,0.90781,0.89236,0.961,0.93457,0.93492,33.08671,34.87914,33.70794,0.82154,0.75419,0.71026
203,0.89497,0.88628,0.88168,0.93758,0.90868,0.89325,0.96097,0.9352,0.93522,33.09158,34.90969,33.73851,0.8213,0.75478,0.70875
204,0.89524,0.88703,0.88318,0.93757,0.90849,0.89345,0.96112,0.93482,0.93513,33.07816,34.8759,33.74539,0.82186,0.75187,0.71525
205,0.89415,0.88566,0.88115,0.93748,0.90799,0.89237,0.96095,0.93466,0.9348,33.09318,34.89248,33.72379,0.81957,0.74709,0.70337
206,0.89479,0.88547,0.88155,0.93746,0.908,0.89283,0.96101,0.93488,0.93516,33.09675,34.90587,33.72701,0.81904,0.75767,0.70958
207,0.89489,0.88484,0.87961,0.93736,0.90819,0.89156,0.96102,0.93473,0.93442,33.07851,34.88683,33.64326,0.81136,0.74599,0.70296
208,0.89513,0.8865,0.88321,0.93753,0.90813,0.89251,0.96095,0.93471,0.93484,33.08963,34.87672,33.6912,0.82056,0.7529,0.71449
209,0.8941,0.88584,0.88227,0.93751,0.90835,0.89278,0.961,0.93481,0.93521,33.09372,34.88914,33.68555,0.82086,0.759,0.71456
210,0.89513,0.88644,0.88167,0.93747,0.9084,0.89202,0.96113,0.93484,0.93454,33.07476,34.8818,33.6487,0.81946,0.75216,0.70527
211,0.89491,0.88655,0.88112,0.93755,0.90823,0.89197,0.96098,0.93493,0.93479,33.10651,34.9015,33.66399,0.81914,0.75287,0.70268
212,0.89566,0.88672,0.88272,0.93775,0.90835,0.89323,0.96096,0.93479,0.93516,33.11495,34.89151,33.72183,0.82265,0.75452,0.71742
213,0.89425,0.88648,0.88203,0.93727,0.90826,0.89254,0.96102,0.93477,0.93504,33.07748,34.89009,33.71722,0.81795,0.75224,0.70591
214,0.89511,0.88591,0.88149,0.93755,0.90818,0.89185,0.96095,0.93475,0.93448,33.08507,34.87054,33.70064,0.82071,0.75159,0.7121
215,0.89492,0.88601,0.88274,0.93752,0.9085,0.89131,0.96093,0.93464,0.93446,33.07594,34.89538,33.64441,0.82074,0.75147,0.70602
216,0.89524,0.88625,0.88216,0.9374,0.90783,0.89237,0.96084,0.93431,0.93426,33.07527,34.8719,33.73332,0.82143,0.75294,0.71356
217,0.89469,0.88505,0.88065,0.9373,0.90791,0.89199,0.96086,0.93477,0.93492,33.06768,34.8655,33.66486,0.82025,0.7533,0.70823
218,0.89522,0.88627,0.88271,0.93748,0.90828,0.89304,0.96107,0.93512,0.93514,33.0809,34.87296,33.71313,0.8221,0.75163,0.70958
219,0.89529,0.88644,0.8824,0.93761,0.90879,0.89291,0.96092,0.93496,0.9348,33.07983,34.90084,33.71805,0.82048,0.75621,0.71234
220,0.89513,0.88556,0.881,0.93752,0.90827,0.89294,0.96102,0.93468,0.93485,33.09664,34.90786,33.74348,0.82266,0.75902,0.7222
221,0.89445,0.8857,0.88209,0.93705,0.90789,0.89223,0.96087,0.93459,0.93462,33.05204,34.86625,33.68004,0.81557,0.74737,0.70259
222,0.8951,0.88583,0.88171,0.9376,0.90857,0.89285,0.96105,0.93503,0.93486,33.09253,34.91143,33.71158,0.821,0.75116,0.70893
223,0.89503,0.88662,0.88303,0.93722,0.90807,0.89253,0.96075,0.93447,0.93454,33.07392,34.88349,33.73803,0.818,0.74807,0.71805
224,0.89497,0.88631,0.8816,0.93754,0.90848,0.89251,0.96096,0.93473,0.93467,33.08141,34.89771,33.69592,0.82251,0.75296,0.71133
225,0.89444,0.88551,0.88143,0.93736,0.90796,0.89296,0.96089,0.93461,0.93494,33.08241,34.89323,33.72559,0.82227,0.75867,0.71314
226,0.8943,0.88573,0.88128,0.93728,0.90771,0.89091,0.96094,0.93445,0.9345,33.07741,34.88786,33.62964,0.82019,0.75424,0.70807
227,0.89514,0.8869,0.88224,0.93745,0.90833,0.89149,0.96086,0.9349,0.93451,33.08854,34.89633,33.6498,0.82339,0.75825,0.70823
228,0.89506,0.88662,0.88176,0.9376,0.90787,0.89183,0.96107,0.93472,0.93478,33.10432,34.90137,33.66622,0.82274,0.75679,0.7046
229,0.8951,0.88642,0.88221,0.93754,0.90899,0.89313,0.96093,0.93504,0.93521,33.06927,34.9163,33.6984,0.82231,0.75459,0.71089
230,0.89533,0.88722,0.88268,0.93726,0.90847,0.89249,0.96098,0.93494,0.93481,33.06543,34.89248,33.70855,0.82088,0.75405,0.71516
231,0.89494,0.88659,0.88217,0.93728,0.90833,0.89261,0.96103,0.93458,0.93473,33.06563,34.86775,33.71372,0.81856,0.75699,0.71329
232,0.89508,0.88683,0.88314,0.93753,0.90859,0.89333,0.96091,0.93499,0.93548,33.07996,34.89806,33.74673,0.82207,0.75511,0.71082
233,0.89419,0.88646,0.88182,0.93733,0.908,0.89178,0.961,0.93475,0.93452,33.06869,34.87195,33.6548,0.82165,0.75559,0.70752
234,0.89467,0.88665,0.8817,0.93733,0.9086,0.8922,0.96089,0.93501,0.93458,33.06873,34.88834,33.69088,0.81773,0.74858,0.70201
235,0.89425,0.88646,0.88245,0.93725,0.90779,0.89224,0.96099,0.93468,0.93478,33.07885,34.8776,33.70629,0.81727,0.74644,0.71403
236,0.89433,0.88721,0.88295,0.93742,0.90851,0.89237,0.96074,0.93474,0.93482,33.08548,34.89972,33.69573,0.81594,0.74713,0.71542
237,0.89467,0.88687,0.88247,0.93743,0.90843,0.89296,0.96068,0.93479,0.93478,33.07643,34.89156,33.71741,0.82158,0.75717,0.71429
238,0.89501,0.88659,0.88281,0.93738,0.90819,0.89315,0.96089,0.93464,0.93463,33.07111,34.8767,33.76079,0.81859,0.74692,0.71356
239,0.89518,0.88686,0.88282,0.93725,0.90853,0.89254,0.96098,0.93506,0.9349,33.05966,34.8855,33.68638,0.81978,0.75583,0.70634
240,0.89439,0.88751,0.88353,0.93743,0.90828,0.89347,0.96082,0.93476,0.93505,33.07988,34.87591,33.76126,0.82025,0.75209,0.71007
241,0.89506,0.88674,0.88262,0.93738,0.90869,0.89244,0.96085,0.93495,0.93478,33.08309,34.91322,33.71572,0.82392,0.7554,0.71575
242,0.89449,0.88691,0.88212,0.93758,0.90865,0.89297,0.96098,0.93503,0.93502,33.08311,34.89177,33.70998,0.8222,0.75536,0.70284
243,0.89428,0.88664,0.88208,0.93747,0.90822,0.89242,0.96088,0.9348,0.93522,33.08239,34.88766,33.69397,0.82187,0.75057,0.70415
244,0.89338,0.88675,0.88305,0.93727,0.90834,0.89279,0.96078,0.93478,0.93509,33.04993,34.87634,33.70423,0.82036,0.75076,0.70502
245,0.89513,0.8861,0.88107,0.93747,0.90834,0.89098,0.9611,0.93487,0.93446,33.07544,34.89766,33.60791,0.81948,0.75563,0.70117
246,0.89399,0.88653,0.8822,0.9374,0.9088,0.8931,0.96101,0.93509,0.93525,33.06879,34.88727,33.70968,0.81658,0.75092,0.71046
247,0.89361,0.88591,0.8816,0.93722,0.90796,0.89234,0.96091,0.93461,0.93463,33.07102,34.87106,33.71135,0.81705,0.75033,0.71339
248,0.89494,0.88614,0.88186,0.93728,0.90759,0.89233,0.96086,0.93447,0.93491,33.07452,34.85129,33.70424,0.82044,0.75345,0.70778
249,0.89401,0.88631,0.88246,0.93742,0.90868,0.89223,0.96089,0.93483,0.93474,33.07635,34.89563,33.70813,0.81932,0.75598,0.71109
250,0.89488,0.88699,0.88256,0.93744,0.90812,0.89291,0.96086,0.9346,0.93483,33.0913,34.87452,33.73092,0.82176,0.75109,0.70624
251,0.89516,0.88724,0.88246,0.93774,0.90882,0.89357,0.96098,0.93526,0.93529,33.10444,34.90676,33.75555,0.823,0.75644,0.71214
252,0.89409,0.88633,0.88218,0.93733,0.90811,0.8927,0.96099,0.9348,0.93522,33.06593,34.86752,33.71401,0.81896,0.75094,0.71016
253,0.89497,0.88737,0.88259,0.93743,0.90871,0.89267,0.96102,0.93504,0.93484,33.08586,34.91115,33.72647,0.82323,0.75578,0.71112
254,0.8947,0.88606,0.88142,0.93751,0.90805,0.89238,0.96106,0.93477,0.93476,33.06883,34.86285,33.67981,0.81923,0.74942,0.70417
255,0.89348,0.88661,0.88266,0.93743,0.90827,0.8934,0.96082,0.93494,0.93494,33.07045,34.86514,33.76109,0.82172,0.75414,0.70775
256,0.89515,0.88681,0.88212,0.93759,0.9088,0.89314,0.96111,0.93513,0.93511,33.10004,34.92175,33.76835,0.81997,0.75924,0.71663
257,0.89515,0.88603,0.88185,0.9375,0.90886,0.89359,0.96105,0.93519,0.93513,33.07954,34.88419,33.78893,0.81894,0.75378,0.71896
258,0.89449,0.88553,0.88135,0.93723,0.9078,0.8917,0.96102,0.93459,0.93479,33.07621,34.85833,33.65699,0.81964,0.75414,0.71471
259,0.89471,0.88568,0.8824,0.93738,0.9083,0.89232,0.9609,0.93474,0.93484,33.08826,34.87811,33.72218,0.8208,0.7528,0.70958
260,0.89502,0.88768,0.88343,0.93745,0.90869,0.89302,0.9609,0.93489,0.93507,33.07344,34.88657,33.73978,0.81972,0.75127,0.71182
261,0.89481,0.88672,0.88311,0.93761,0.90847,0.89336,0.961,0.93489,0.93513,33.09537,34.89228,33.75714,0.8216,0.75284,0.71471
262,0.89477,0.88628,0.88239,0.93749,0.90835,0.89333,0.96103,0.93496,0.93508,33.09402,34.8831,33.77481,0.81752,0.74829,0.71673
263,0.89459,0.88656,0.88288,0.93749,0.90806,0.89278,0.96089,0.93474,0.93496,33.07082,34.85725,33.71978,0.8242,0.7554,0.7139
264,0.8953,0.88656,0.88235,0.93757,0.90839,0.8924,0.9611,0.93498,0.93474,33.08735,34.89785,33.6892,0.82047,0.75127,0.70817
265,0.89449,0.88581,0.88214,0.93711,0.9079,0.89155,0.96073,0.93435,0.93428,33.04563,34.84978,33.65824,0.81988,0.75582,0.70588
266,0.89478,0.88543,0.88121,0.93734,0.90815,0.89219,0.96079,0.93459,0.93469,33.07642,34.88547,33.71394,0.81951,0.74793,0.70716
267,0.89464,0.8853,0.88203,0.93747,0.90807,0.89215,0.96095,0.93463,0.93481,33.07212,34.87163,33.68555,0.82164,0.75063,0.70935
268,0.89493,0.88665,0.88177,0.93759,0.90846,0.8926,0.96098,0.93487,0.93487,33.09274,34.90152,33.67997,0.82396,0.7549,0.70241
269,0.89524,0.88687,0.88199,0.93761,0.90847,0.89289,0.96093,0.93486,0.93481,33.09813,34.88631,33.73499,0.82455,0.75782,0.70974
270,0.89498,0.88644,0.88201,0.93763,0.90843,0.89306,0.96101,0.93507,0.93512,33.08429,34.87855,33.72976,0.82205,0.75176,0.70706
271,0.89479,0.88633,0.88237,0.93745,0.9081,0.89368,0.96077,0.93468,0.93496,33.08403,34.88223,33.78574,0.82125,0.75305,0.71735
272,0.89391,0.88593,0.8818,0.9374,0.90818,0.89277,0.96079,0.93467,0.93474,33.07519,34.87284,33.72578,0.81681,0.74363,0.71366
273,0.89553,0.88697,0.88351,0.93763,0.9086,0.89274,0.96125,0.9352,0.93514,33.09597,34.88253,33.71188,0.82191,0.75706,0.71627
274,0.89527,0.88703,0.88328,0.9376,0.90864,0.89274,0.96099,0.93508,0.93494,33.08134,34.88509,33.70034,0.82514,0.75429,0.71576
275,0.89482,0.88667,0.88262,0.93743,0.90856,0.89361,0.96079,0.93494,0.93494,33.07037,34.89412,33.78007,0.81919,0.75063,0.71128
276,0.89486,0.88665,0.88172,0.93743,0.90862,0.89281,0.96087,0.93508,0.93517,33.07897,34.89722,33.72561,0.82246,0.75851,0.7083
277,0.89457,0.88607,0.88232,0.93718,0.90824,0.89319,0.9608,0.93481,0.93503,33.05671,34.87724,33.7276,0.8181,0.75343,0.71422
278,0.895,0.88606,0.88212,0.93747,0.90814,0.89201,0.96095,0.93464,0.93483,33.09146,34.87037,33.67352,0.82426,0.75287,0.71383
279,0.89504,0.88643,0.8817,0.93756,0.90823,0.89173,0.96089,0.93457,0.93444,33.08006,34.8674,33.66665,0.82537,0.75553,0.7113
280,0.89521,0.88671,0.88249,0.9375,0.90827,0.89311,0.96093,0.93472,0.93536,33.09406,34.89508,33.73428,0.82452,0.75845,0.71644
281,0.89496,0.88694,0.88271,0.93755,0.90879,0.89282,0.96098,0.93524,0.93531,33.08678,34.91182,33.71362,0.82166,0.75653,0.71027
282,0.89522,0.88608,0.88257,0.93761,0.90864,0.89362,0.96098,0.93488,0.93504,33.07703,34.91134,33.75536,0.82302,0.75506,0.71698
283,0.89453,0.8866,0.88225,0.93756,0.90815,0.89223,0.96105,0.93489,0.93483,33.09998,34.88697,33.6944,0.82211,0.75573,0.71407
284,0.89543,0.88624,0.88288,0.93775,0.9083,0.89293,0.96114,0.93492,0.93513,33.11345,34.89581,33.75489,0.82365,0.75379,0.71556
285,0.89482,0.88667,0.88281,0.93745,0.90849,0.89244,0.96098,0.93488,0.93497,33.06993,34.87973,33.68582,0.82232,0.75574,0.71307
286,0.89515,0.8856,0.882,0.93766,0.90809,0.89308,0.96107,0.93475,0.9351,33.09657,34.85386,33.74068,0.82034,0.74452,0.70572
287,0.89511,0.88694,0.8827,0.93748,0.90823,0.89199,0.96086,0.93468,0.93497,33.08258,34.89436,33.69244,0.82581,0.75929,0.71434
288,0.89449,0.88574,0.88263,0.93752,0.9085,0.89299,0.96082,0.93484,0.93501,33.08688,34.90168,33.7104,0.82316,0.75729,0.71588
289,0.89502,0.88606,0.8823,0.93764,0.90823,0.89285,0.96101,0.93482,0.93469,33.09405,34.87008,33.74627,0.81941,0.75448,0.71526
290,0.89477,0.88601,0.88255,0.93738,0.90827,0.89225,0.96088,0.93456,0.93492,33.08113,34.88345,33.687,0.82019,0.75182,0.7149
291,0.89416,0.88665,0.88272,0.93727,0.90813,0.89227,0.96085,0.93457,0.93477,33.0607,34.86065,33.704,0.82008,0.75111,0.71028
292,0.89509,0.88545,0.88136,0.93758,0.90865,0.89352,0.9611,0.93515,0.93528,33.09425,34.87183,33.77311,0.82231,0.7497,0.71345
293,0.8948,0.88682,0.88264,0.93752,0.90833,0.89254,0.96098,0.93474,0.9351,33.09629,34.88575,33.69071,0.82168,0.75452,0.71267
294,0.89496,0.88651,0.88319,0.93756,0.90853,0.89409,0.96097,0.93505,0.93553,33.08212,34.87641,33.80352,0.81943,0.75165,0.71578
295,0.89392,0.88538,0.88208,0.93753,0.90835,0.89353,0.961,0.9348,0.93488,33.10035,34.86984,33.79015,0.82171,0.75128,0.71873
296,0.89393,0.88629,0.88159,0.93761,0.90874,0.89305,0.9608,0.93486,0.93514,33.0732,34.87904,33.74323,0.82285,0.75322,0.71222
297,0.89472,0.88564,0.88199,0.9373,0.9079,0.89281,0.9608,0.93439,0.93461,33.09137,34.87463,33.7482,0.8178,0.74846,0.71263
298,0.89462,0.88653,0.88291,0.93726,0.9084,0.89395,0.96072,0.93476,0.93532,33.05369,34.87739,33.77935,0.82094,0.75501,0.72033
299,0.89502,0.88629,0.88275,0.93773,0.9089,0.89226,0.96098,0.93518,0.93488,33.08916,34.90088,33.68299,0.82153,0.75457,0.70809
