max shift,t4,t5,t6
96,0.9600518199625391,0.9469404385867005,0.9502533915436024
95,0.9600112842301303,0.9468532675673778,0.9501568877338163
94,0.9599701031047276,0.9467632910109582,0.9500570847670247
93,0.9599261229673539,0.9466716151268291,0.9499542115602876
92,0.9598814399925278,0.9465773867785785,0.9498488225964247
91,0.9598412124939233,0.9464842681545359,0.9497416263335219
90,0.9598022344118713,0.9463898768016212,0.9496319264405809
89,0.9597628394764921,0.946293725626168,0.9495217031656218
88,0.959726885917764,0.9461970410608316,0.9494090506556898
87,0.959693625996704,0.9461007313243323,0.9492914877580096
86,0.9596564681194563,0.9460012592960162,0.9491749585707558
85,0.9596306142849537,0.9459011198017118,0.9490568769694823
84,0.959603567949159,0.9457952269510089,0.9489336390213319
83,0.9595810815921064,0.9456862778943166,0.9488100582983886
82,0.9595600800187852,0.9455776615299536,0.9486863713060983
81,0.9595388113700072,0.9454662187747532,0.9485588011623677
80,0.9595167468144181,0.9453500588511449,0.9484240855054159
79,0.9594999689376763,0.9452120860192815,0.9482846649510828
78,0.9594628243933591,0.945083363126581,0.9481485917206494
77,0.9594207532180723,0.9449414366639479,0.9479790665046383
76,0.9593769787200778,0.9447956910040117,0.9478049663701953
75,0.959331385840885,0.9446458841156284,0.9476260151140651
74,0.9592840515777488,0.9444919146407105,0.9474418269100553
73,0.9592348600212485,0.9443337362908759,0.9472522498977531
72,0.9591837269422266,0.9441707927059033,0.9470567966640956
71,0.9591305104486467,0.9440030888538177,0.946855365671373
70,0.9590752056616154,0.9438308006959573,0.9466480681659822
69,0.9590172560203029,0.9436533296692621,0.9464346325790377
68,0.9589567480860527,0.9434708306979286,0.9462150262286141
67,0.9588932129326067,0.9432830595147775,0.9459886751508862
66,0.95882646716789,0.943089912775844,0.9457552269536533
65,0.9587570258146902,0.942891172015741,0.9455147283157472
64,0.9586845961818272,0.9426858871111284,0.9452667507862473
63,0.9586082764841244,0.9424737184187699,0.9450107154847309
62,0.9585278292913316,0.942254580353918,0.9447461304656756
61,0.958443650977032,0.9420276016958995,0.9444724120084128
60,0.9583555778415851,0.9417928151802146,0.9441907704058538
59,0.9582638850501002,0.9415512417829864,0.9439007388278554
58,0.9581679968527922,0.9413024245136896,0.9436051707837003
57,0.9580675880923387,0.9410453093836736,0.943300787467894
56,0.9579630016935374,0.9407803675919456,0.9429877259594402
55,0.9578542435112307,0.9405075640130559,0.9426656443147816
54,0.9577406768328193,0.9402254987621742,0.9423336689204861
53,0.957621351336696,0.9399336018647595,0.9419906457720448
52,0.9574958990641127,0.9396317489954753,0.9416357173154759
51,0.9573646682063999,0.9393207146784536,0.9412688394225471
50,0.9572277657564999,0.9390012223402022,0.9408891349670682
49,0.9570852016376927,0.9386712304750705,0.9404957744326105
48,0.956936086642434,0.9383298922343869,0.9400892607522444
47,0.956780346890806,0.9379762413872884,0.9396685733712069
46,0.9566188533324417,0.9376086878174771,0.939234822922909
45,0.9564493576537211,0.937227270701123,0.9387881110238426
44,0.9562707844459901,0.9368313638613456,0.938326769315185
43,0.9560833503467623,0.9364196795145749,0.9378478563278677
42,0.9558865325755372,0.9359916442369143,0.9373519780360735
41,0.9556798189585608,0.9355457535574211,0.9368387722153466
40,0.9554631016743096,0.9350817697190217,0.9363062571723069
39,0.9552360990811795,0.9345978756023813,0.9357518080380348
38,0.954998660200741,0.9340926407469071,0.9351723654866846
37,0.9547527428657867,0.9335647180216581,0.9345656620877899
36,0.9544949312257751,0.9330117536482766,0.9339307328506615
35,0.9542201791839463,0.9324300686046963,0.9332645332726208
34,0.9539298537293253,0.93181795903724,0.9325661222638814
33,0.9536228105882851,0.9311739432154634,0.9318360149563265
32,0.953298009055139,0.9304965575349387,0.9310682986965292
31,0.9529554186183824,0.929783931418357,0.9302618395492005
30,0.9525917998414728,0.9290328158216091,0.9294130517462077
29,0.9522044734021565,0.928237067301452,0.9285200971764369
28,0.951792315853731,0.9273904707396234,0.9275785176791549
27,0.9513592025563191,0.9264945528147144,0.9265863350131816
26,0.9509011312960721,0.9255401703744485,0.9255352692546133
25,0.9504080481119666,0.9245226019859836,0.9244179536312428
24,0.9498794263023194,0.923441491324349,0.9232320660819698
23,0.94931014979876,0.9222907033599975,0.9219680939231489
22,0.948696435985164,0.9210588738149429,0.9206199646492594
21,0.9480276800577134,0.9197360476082922,0.9191881184803004
20,0.9472975823607079,0.9183226482408835,0.9176746753405031
19,0.9465008112132289,0.9168360398227003,0.9160881614656868
18,0.9456263649293599,0.9152508401215956,0.9144283897120117
17,0.944660921104275,0.913542787784809,0.9126883163589491
16,0.9435984911748261,0.9117274099863893,0.9108672468181483
15,0.9424285889304508,0.9098062729300478,0.9089843797915339
14,0.9411488620527434,0.907788429544204,0.9070876605359298
13,0.9397376271514856,0.9056765006959625,0.9052068899762326
12,0.9382186879980025,0.9034597704622926,0.9033705595113841
11,0.9365989989915526,0.9012164722385128,0.9017431818938428
10,0.9349043452602963,0.899137209357544,0.9005991849189096
9,0.9332102404801399,0.8975225362445022,0.9002883649519728
8,0.9317524937566305,0.8968182746756087,0.9012811221145486
7,0.930852498248201,0.897781144635144,0.9043367876546772
6,0.9312949947095396,0.9019046911291412,0.9105975591944263
