ps,t4,t5,t6
95,0.8767420048425999,0.856424043425701,0.8480941345880482
94,0.8767928236798359,0.8563563651648867,0.8480613669536288
93,0.8768429078516319,0.856274009437703,0.8480205641885334
92,0.876889164098556,0.8561826187075499,0.8479659979596736
91,0.8769397174068211,0.8560794810143402,0.8478976885713544
90,0.8769952115103459,0.8559626978032875,0.8478131233971476
89,0.8770419678044028,0.85583367590188,0.8477143468854066
88,0.8770856105990577,0.8557344813946683,0.8476274522598766
87,0.8771279139524729,0.8556191106864425,0.8475493019831495
86,0.8771650729891257,0.8554848300615718,0.8474527175165122
85,0.8772015402718034,0.8553553498420713,0.8473690962709148
84,0.8772346104021326,0.8552736535513928,0.847294402716891
83,0.8772598967914205,0.8552023916277833,0.8472213687057149
82,0.8772610539559723,0.8551356447624043,0.8471647236532436
81,0.877215435631167,0.8551381170490284,0.8471632544739589
80,0.8772199388370301,0.8551742358738337,0.8471786893716441
79,0.8771687204004964,0.8552431096520072,0.8471934527730491
78,0.877116009935365,0.8551220313685153,0.847089682314622
77,0.8770207900009782,0.8546250165321304,0.8469321211808875
76,0.8772263763110174,0.8549411407409152,0.8472961253765324
75,0.8774352176752647,0.8552616438717547,0.847665102764358
74,0.8776454425392205,0.8555858160289158,0.848039434882166
73,0.8778545701824053,0.8559151290716003,0.8484202333611427
72,0.8780654469694297,0.8562492940482841,0.8488073854909239
71,0.8782788744982704,0.8565884091102172,0.8492024133210087
70,0.8784896697890799,0.8569351606339538,0.8496044743514228
69,0.8787009961430178,0.8572909088619752,0.8500153191697959
68,0.8789120860508457,0.8576541818355395,0.850436634182094
67,0.8791260581159636,0.8580263141154604,0.8508676756108253
66,0.8793431870955476,0.8584084953793791,0.8513083160252823
65,0.8795612776557586,0.8588006345416281,0.8517624680933205
64,0.8797797988664621,0.8592025647717284,0.8522302586497327
63,0.8800030179814203,0.8596191020229772,0.8527092180063048
62,0.8802279151672391,0.8600484368023712,0.8532005507086556
61,0.8804562417235561,0.8604916474759178,0.8537059882457023
60,0.8806848814887906,0.8609475474622857,0.8542290328235357
59,0.8809162518843869,0.8614175473246233,0.854768156805848
58,0.8811486766267763,0.8619075736324024,0.8553272347612607
57,0.8813827560057783,0.8624176409959098,0.8559074962221126
56,0.8816203310322981,0.862944615975805,0.8565100553356866
55,0.8818621692595928,0.8634899263705612,0.8571330106204389
54,0.8821103655431627,0.8640529194200007,0.8577745653849461
53,0.8823602808796891,0.8646282275645393,0.8584378601609642
52,0.8826154088930456,0.8652235203573534,0.859122859154833
51,0.882882443729025,0.8658396954079487,0.859836428760102
50,0.8831564185238393,0.8664775672260299,0.8605795319028893
49,0.8834381044388399,0.8671399051858296,0.8613520766857101
