epoch,99,,,149,,
ubr,t4,t5,t6,t4,t5,t6
46,0.8161695011989378,0.7543831057945395,0.7078449740281634,0.8246815759734695,0.7577573559540212,0.7102793134427235
45,0.8168525141816337,0.7548898039217471,0.707869445497663,0.825335304850577,0.7581944230597697,0.7100961550568481
