epoch,99,,,149,,
ubr,t4,t5,t6,t4,t5,t6
15,0.8149950709943243,0.8018124277197651,0.7637571204471332,0.8215996359634886,0.8060986914789463,0.7618464834681855
14,0.814249346408644,0.8084136988260525,0.7704614457417334,0.8209407134066988,0.8132498904838178,0.7685669738378299
13,0.8142324434791612,0.8159983150597282,0.7781735432510946,0.8209680079229184,0.8213387889015555,0.7761459209828487
12,0.8153081440426078,0.8244825428448462,0.7865191802387688,0.8220368138717301,0.8302644156969098,0.7846429062957381
11,0.8177213089114675,0.8331370128583862,0.7953631425615633,0.8243982374967656,0.8392792879940244,0.7934384487427509
10,0.821514159032095,0.8413773048707387,0.8038512599305973,0.8280472737124379,0.8477870499683712,0.802236618547936
9,0.8254852690108546,0.8485173331098809,0.8115087861947833,0.8318164239544834,0.8551351358595154,0.8102553025351052
8,0.829495714055911,0.8544134750426488,0.8182521789630153,0.8355749747749176,0.861170375212139,0.8173859402488726
7,0.8328984883944074,0.8588284480299043,0.8235824919272201,0.8387557757397822,0.8656795989459679,0.8230897412940019
6,0.835416595607599,0.8619531343479749,0.8275519865362247,0.8411211615890719,0.8688751667013156,0.8274042277275874
5,0.8370312936171674,0.8640550268797756,0.8303688589749695,0.8426288733087026,0.8710283545854989,0.8305302491298976
